功夫3D	功夫
赌神2018	美少女赌神
回溯	回溯者
酸菜泡菜配	为你写诗
山村姑娘3之人在江湖	奇女子之人在江湖
小城一梦	小城一梦之臭棋乱飞象
女神学院	不良千金
末栈第二部	末栈之黑水
末栈第三部	末栈之望子成龙
末栈第四部	末栈之重生
杨家将七郎八虎之杨六郎智破连环计	杨六郎智破连环计
伍兰英	铭心岁月
萌乖夫君养成记	少女茯苓1：萌乖夫君养成记
老地方	匆匆那年之老地方
嘻哈派对夜(港)	余兴派对
嘻哈续摊趴(台)	余兴派对
怪物与凡人	怪物与人
网诱危机	网诱惊魂
网络危机	网诱惊魂
人心简介	网诱惊魂
简介	网诱惊魂
账户	网诱惊魂
少女茯苓2	少女茯苓2：七生七世桃花劫
清水河	见证清水河
邪气凛然	混混英雄
世界第一联盟之赌徒VS超能力者	世界第一系列之赌神VS超能力者
竞赛	爱情比赛
说走就走之毕业旅行	说走就走之不说再见
小戏骨之包青天	小戏骨：包青天之铡庞昱
大梦西游番外之拯救悟空	拯救悟空
封仙册之牛魔大王	封神册系列之三
无相之战	神探云笔记1
秘境之城	神探云笔记2
梦的第四区	记忆折叠
之华	你好，之华
我们这些动物	我们，动物
人肉搜寻(港)	网络谜踪
人肉搜索(台)	网络谜踪
搜索	网络谜踪
屏幕搜索	网络谜踪
海军陆战队员6	海军陆战队员6：近距离击杀
赣水苍茫闽山红	闽赣风云
罗振宇《时间的朋友》2017跨年演讲	深圳卫视“时间的朋友”2017跨年演讲
石头记	无陵之山
青春嗨18跨年演唱会	2018湖南卫视跨年演唱会
暴走大事件第五季特别篇	暴走超大事件
嫁衣凄谈	黄庙村之魔棺新娘
2018广东卫视跨年演讲	更好的明年
财经郎眼2017跨年演讲	更好的明年
二流太傅之楼兰玉麒麟	二流太傅：楼兰玉麒麟
人面魚：紅衣小女孩外傳	人面鱼：红衣小女孩外传
红衣小女孩3	人面鱼：红衣小女孩外传
烏鴉燒	乌鸦烧
M.I.A.从难民到歌手（港）	玛琪，玛雅，米娅
革命／嘻哈／M.I.A.(台)	玛琪，玛雅，米娅
真爱拼拼图(台)	拼图
宿怨(台)	遗传厄运
祖孽(港)	遗传厄运
厄运遗传	遗传厄运
刀剑俏娇娃	带刀片的婴儿
小宋和李逵逵	小宋与李逵逵
青春纪之留爱到明天	青春纪
少年僵尸	僵尸高校
2018湖南卫视小年夜春晚	2018湖南卫视春节联欢晚会
2018湖南卫视春晚	2018湖南卫视春节联欢晚会
杀无赦II	杀无赦II逃亡之路
杀无赦2	杀无赦II逃亡之路
杀无赦III	杀无赦III背水一战
杀无赦3	杀无赦III背水一战
血、汗和谎言	凶手教练
你是我生命中的一首歌	我们最好的时光
老师好	我们最好的时光
非同凡響	非同凡响
平和少年	秋枫
平和少年	秋枫
岛	江心岛
小戏骨之哪吒传奇	小戏骨：哪吒传奇
小戏骨：哪吒传奇篇	小戏骨：哪吒传奇
吃貨神探之獵獸行動	吃货神探之猎兽行动
噬膽72	噬胆72
我的Mr. Right	我的真命天子
轨计	妻诈
河东狮吼	白发魔女大战东方不败
租约	致命妄想
家(音乐剧)	家
龙头接班人	扫黑神探
乌盆记	一代妖狐
第一章	天启
保龙一族之龙游浅水	保龙一族之龙游潜水
買一送一	买一送一
萬千星輝頒獎典禮2017	万千星辉颁奖典礼2017
認知障礙知多D	认知障碍知多点
白日依山尽	白日与山尽
爱心快递	美丽的心灵
济公之捉妖降魔	济公之英雄归位
带刺的鱼	鱼骨头
聊斋狐媚传	聊斋媚狐传
野人之雨林决	野人之雨林诀
爆裂拳手	罪拳
完美情人	来自你的瓦伦汀
步步惊心	命悬一线
大山里的春天	大山里的穿天
狂暴的丧失	狂暴的感染者
去钓鱼	走，去钓鱼！
新国产凌凌漆之神探房东	神探房东
幻醒	活罪无期
一家亲亲过好年	疯狂这一年
孟婆选妃记	驱忘使者上位记（上）
孟婆选妃记	驱忘使者上位记（下）
走私运毒者	骡子
賭命運轉手(台)	骡子
御宠娇妃2	御宠娇妃2绝代偃师
醉有应得,亦正亦邪	醉有应得
骨笛魔音	探案录骨笛魔音
2018國際中華小姐競選	2018国际中华小姐竞选
淪落人	沦落人
2015國際中華小姐競選	2015国际中华小姐竞选
女神捕系列	侠义神捕之请君入瓮
女神捕系列	侠义神捕之诡影
小贝流浪记电影版	猫咪小贝
江南女儿（港）	江南弃儿
天乩白蛇后传之拯救天帝	天乩之白蛇后传
功夫四侠2	功夫四侠：勇闯地宫
狗狗傷心誌	狗狗伤心志
介错人	不良街区
尋路航海	寻路航海
地球に落ちてきた裸女	ピンク・ゾーン
画江湖之风语咒	风语咒
殺手不笨	杀手不笨
潜艇总动员6	潜艇总动员：海底两万里
2018辽视春晚	2018年辽宁卫视春节联欢晚会
绝地逃亡	私运之人
山岭狂奔者	私运之人
山炮三剑客	老男人也疯狂
2018山东卫视春节联欢晚会	幸福出发
2018安徽卫视春节联欢晚会	江淮欢腾新时代
2018安徽春晚	江淮欢腾新时代
荣耀	荣誉
如果	武装
黑街报告	实地笔记
不能唤醒的爱	三生三界情人劫
我繼續	我继续
四海同春 2018全球华侨华人春节大联欢	文化中国
2018东方卫视春节晚会	春满东方
Go幸福 2018北京卫视春节联欢晚会	Go精彩
2018江苏卫视春节联欢晚会	幸福中国年
新春開運迎豐年	新春开运迎丰年
被遗忘的友谊 My Little Pony Equestria Girls: Forgotten Friendship	小马国女孩
江湖三刀之刀山火海	刀山火海
2017國際中華小姐競選	2017国际中华小姐竞选
剧场版	我是江小白
我是江小白小剧场	我是江小白
我是江小白：世界上的另一个我	我是江小白
我是江小白OVA	我是江小白
大叔和房子	合群路
陶泩	陶先生
愛は地獄から来た犬	爱情是一只来自地狱的狗
詩季織々	肆式青春
诗季织织	肆式青春
赌局风云之诈和	赌局风云2017
有一种青春叫高考	青春期2决战高考
WWE 密室铁笼淘汰赛 2018	WWE:铁笼密室
再见18班	再见十八班
守護寶地	守护宝地
隔壁的学士	隔壁的单身汉
名单	大智若愚
2017年陕西卫视春节联欢晚会	2017年丝路春晚
丝路春晚	2017年丝路春晚
普莱西德湖：传奇	史前巨鳄遗产
神童	超能奇才
三娘传说	上古仙女秘闻
七仙女之三娘传说	上古仙女秘闻
2008湖南卫视春节联欢晚会	2008湖南卫视小年夜春晚
2008湖南卫视春晚	2008湖南卫视小年夜春晚
悲歌	不涉江湖
奇缔微商小姐妹	闺间密语
爱是永恒	爱，一往情深
飘飘‘灵’距离	飘飘零距离
飓风婊咖2：莫斯科只有眼泪	飓风比安卡：恨你的俄罗斯
小戏班：杨门女将之女将初征	杨门女将之女将初征
小戏班：杨门女将	杨门女将之女将初征
她们的秘密	闺蜜
兄弟	哥哥
市長夫人的秘密	市长夫人的秘密
我想有个家(台)	迦百农
千万别出门	切勿离家
这个演员是杀手	冒牌杀手
魂飞胆破8	魂飞胆破8：血之幽灵
中秋之夜全球模仿秀	王者归来
2018电视剧品质盛典	剧耀东方
愛．革命	暴走曼谷
爱·革命	暴走曼谷
（家政侦探社）	跑吧！兄弟
断魂枪之剿匪龙虎山	剿匪龙虎山
那时天晴	飞越网戒所
秃鹰俱乐部	毒蛇俱乐部
有一種喜歡	有一种喜欢
午夜杂货铺	心想事成杂货铺
2017香港小姐競選	2017香港小姐竞选
淅川大移民	渠首欢歌
大宋断狱神手	大宋断狱神手之陈情伞
2018超級巨星紅白藝能大賞	2018超级巨星红白艺能大赏
2016國際中華小姐競選	2016国际中华小姐竞选
WWE 摔角狂热 2018	摔角狂热
水浒传之智取生辰纲	水浒之智取生辰纲
我的未来谁作主	我的未来谁做主
望星空	我的未来谁做主
水深火热2	深海狂鲨2
深海变种2	深海狂鲨2
深蓝的海洋2	深海狂鲨2
深海恶鲨2	深海狂鲨2
移动新迷宫	恐怖轮回
水浒英雄人物谱之桃花小霸王	桃花小霸王
魔国志II之神魔无双	魔国志2
女大十八变之五彩梦	五彩梦
天镇兰花花	兰花花啊
杨戬传	封魔纪之杨戬传
妙探乌龙计	妙探乌龙记
不良校花	青春没有彩排
包姚	巴哈
第29届金曲奖颁奖典礼	第29届金曲奖
金曲二九	第29届金曲奖
第55屆金馬獎頒獎典禮	第55届金马奖颁奖典礼‎
皮皮鲁送你100条命	皮皮鲁安全特工队
皮皮鲁总动员	皮皮鲁安全特工队
共乘	顺风车
心灵感应	未来的你
如果鯊魚沒有牙齒	如果鲨鱼没有牙齿
启航	来不及拥抱
我弹要你唱	娜娜娜
纪念王小波逝世15周年	寻找黄金时代
千古一后	千古一后：武则天
前兆	我要去远方
雾都神探	雾都神探之绝情箭
新大头儿子和小头爸爸3	新大头儿子和小头爸爸3：俄罗斯奇遇记
Goodbye(英)	燈火
实在舍不得	让我怎么相信你
伏妖·白鱼镇之斗法金银楼	伏妖白鱼镇2
伏妖·白鱼镇2	伏妖白鱼镇2
血洒江阴	1937海空大血战
夜につがう人妻	性の逃避行
通灵晚宴	晚餐聚会
我在齐国谈恋爱	战国奇缘
寄生游戏	寄生夙愿
耙子	铁耙
鲨卷风6	鲨卷风6：最后的鲨卷风
史前巨鲨	巨齿鲨山寨版
侏儸紀世界：三疊紀國度(台)	三叠纪世界
最强王者	王者联盟
黄子华栋笃笑之金盆啷口	黄子华栋笃笑之金盘
独家记忆	快照
爱如此醉人	爱是永恒
猛男3條半	猛男三条半
黄飞鸿之生化人	黄飞鸿之南北英雄
阿凡提	阿凡提之奇缘历险
傻傻愛你，傻傻愛我	傻傻爱你，傻傻爱我
Le Mirage（法）	蜃楼
Mirage（英）	蜃楼
孤隐刀	刀震江湖
剑客	风流剑客
这！就是街舞之天生舞者	天生舞者
特侦行动-逆向谋杀	逆向谋杀
加利福尼亚鱼缸	鱼缸加州
一个人的门派	一个人的江湖
筑梦新时代：2018年“五月的鲜花”全国大中学生文艺会演	筑梦新时代
屌丝崛起	黑马
葫芦侠大战魔灵	葫芦兄妹大战魔灵
天上有海	蓝色金鱼
特种乞丐之拯救萝莉	极限拯救
罪途2	罪途2之救赎代价
罪途II之救赎代价	罪途2之救赎代价
罪途之救赎代价	罪途2之救赎代价
期皮瓦克	史碧华克爱恨交加的人生
终极杀戮	大杀特杀
特种使命之怒海潜龙	怒海潜龙
罪途3	罪途3之正义规则
罪途III之正义规则	罪途3之正义规则
罪途之正义规则	罪途3之正义规则
我杀了我妈吗？	我杀了我的母亲吗？
我杀了我妈？	我杀了我的母亲吗？
第三辑 Star Wars Forces of Destiny: Volume 3	星球大战：命运的力量
禁忌书院	箫魂传3之禁忌书院
箫魂传3禁忌书院	箫魂传3之禁忌书院
箫魂传之禁忌书院	箫魂传3之禁忌书院
赤雷传	封魔纪之赤雷传
安菟！安菟！	安菟！安菟！
铁头无敌	陈翔六点半之铁头无敌
學長	学长
赤雷传	封魔纪之赤雷传
吉屋出租	吉屋
天才教授	疯狂的麻将
疯狂麻将	疯狂的麻将
破碎梦想的集合	碎梦汇编
迷失的女孩	困惑女孩
黑豹：瓦坎达危机 LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda	乐高漫威超级英雄
八仙 3D	八仙
小悟空 3D	小悟空
小金刚纽约大冒险	小悟空
纽约行者	小悟空
禹神传：寻找神力	禹神传之寻找神力
The Persuit Of Love（英文名）	大喜盈门
微影旅行	微影驴行
网络红人(港)	禁入直播
出柜炸弹	蕾丝炸弹
“滚出来，凶手”之盗婴案	盗婴之谜
“滚出来，凶手” 之蜃楼案	蜃楼谜香
萌娃呆爸之一路上有你	呆爸萌娃
新蜀山剑侠传电影版	新蜀山剑侠传
“滚出来，凶手” 之尸踪案	靡音之罪
泰山恋	山水恋人
爱在你消失以后	爱在你消失之后
XOXO卡夫卡	爱上卡夫卡
夺宝七日	侠路相逢
綁架外星人(台)	阿斯特罗
乡村法制剧场：净身出户	净身出户
同人ドラえもん のび太のヒマラヤ行進記	同人哆啦A梦：大雄的喜马拉雅行进记
无敌镖客之兄弟情深	无敌镖客
无敌镖客之兄弟情深	无敌镖客
红日亭	温暖之城之红日亭
往事不能回味	白夜最长时
猛女复仇续集	死里逃生
土行孙传	封魔纪之土行孙传
第70届艾美奖颁奖典礼	第70届黄金时段艾美奖颁奖典礼
深宫怒	乱世后宫：红发美人
启示录：上升	启示录叛乱
酬简	西厢记
校园励志电影《绽放》	绽放
告别昨天	告别昨天的我们
妈妈再打我一次	两个妈妈
王子猎爱记	王子的替身情人
丝路仙都	任法融和他的丝路仙都
暗游记1不良厨娘	暗游记之不良厨娘
第二季金投赏品牌命题大赛纪录片	信任是金II纪录片
一舞定钟情	一见钟情
海雀	文朝荣
金色的鲤鱼	金鲤鱼
疯狂女友	不良女友
此生再不归太行	太行
初恋从憋气开始	校花的泳装派对
玩的就是潘金莲	女神潘金莲玩穿越
潘金莲穿越	女神潘金莲玩穿越
大有快跑	拐个公主回大唐
幽灵情人	夜伴情人
爆裂女警	夺命追凶
未见那些年	未见再见
Murder（英）	周末旅行团
谜镇1	谜镇1流星杀人案件
瘟疫	流行病
《杀了我》续集	查无此人
灵媒师之怖偶	灵媒师
灵界基友3怖偶	灵媒师
轮回碎片	异星契约
希望家园电影版	希望家园
夺命剑2之喋血江湖	夺命剑之喋血江湖
黑森林	无处逃离
拼爹游戏	年度老爸
曼陀罗	故人如梦
男生宿舍	解剖室灵异事件之男生宿舍
黄雀在后	无处逃离之黄雀在后
盛夏．秋豐	盛夏．秋丰
獵人獵人	猎人猎人
我們的月亮	我们的月亮
追月	山海伏魔之追月
汪曾祺纪录片	梦故乡
这就是人工智能	纪录·人工智能
栗子狗	栗子狗和香蕉狐
三人刑	暴走杀手
《战狼三级班》	战狼三级班
乡村法制剧场之欲望船屋	欲望船屋
E.T. 悲伤乐园	我儿子去了外星球
超能记者	石狮之超能记者
咪咪莱回咬	食人族女王
法海传	缉妖法海传
霸气女销售之女销售的梦想	女销售的梦想
冲出亚洲的女销售之女销售的梦想	女销售的梦想
宝贝有戏：七仙女之仙女下凡	七仙女之仙女下凡
宝贝有戏：七仙女	七仙女之仙女下凡
吃谜少女剧场版1	溺亡大厦
GROUP第五届偶像年度人气总决选演唱会	“砥砺前行”SNH48
塞纳河五选	“砥砺前行”SNH48
黑水谈之巢	黑水谭之巢
心魔師	心魔师
心魔师之小羊玛丽杀人事件	心魔师
小羊玛丽杀人事件	心魔师
韩路游记：阿尔金山保护区科考之旅	韩路游记
絕世情歌	绝世情歌
齐天大圣2	齐天大圣·火焰山
新版监狱风云	监狱风云之云淡风轻
親愛的卵男日記	亲爱的卵男日记
亲爱的遗腹子	亲爱的卵男日记
乡村法制剧场之骗婚男女	骗婚男女
侠骨游医之偷心者	偷心者
美国政道	美国达摩
偷换人生(港)	蝠鲼
曼塔射线	蝠鲼
沉默者	消音器
2018香港小姐競選	2018香港小姐竞选
西游释厄传	西游·三藏前传
希望之泉永不尽	希望永不止息
2005卡通春节联欢晚会	虹猫蓝兔闹新春
印度传奇故事7之灵蛇战	灵蛇战
蛇战	灵蛇战
印度传奇故事 96版	灵蛇战
郪遇记	避尘珠
宏梦卡通天地：蛇舞新春闹翻天	蛇舞新春闹翻天
染为红色	把它漆成红色
第二季	我爱你中国
致命反击	致命还击
电影版 Constantine: City of Demons	康斯坦丁：恶魔之城
甩尾王2之王者归来	甩尾王2
侦探笔记	神探风云
艺术民工2——打破幻想	艺术民工2
塘沽•我爱你	塘沽我爱你
被诅咒的京戏班	鬼咒
1941的聖誕	1941的圣诞
斗玉之玉魂师	玉魂师
中国唱诗班：夜思	夜思
九龙壁	夺钻狙击
防蚊貼片	防蚊贴片
爱心传达	追光少女
小白船	小白舟
约车惊魂夜	搭车
真实的Gemma	另一边
玄武迷踪之连环斗	古墓兽影
月半咖啡	盗梦魅影
再见	你好
歸去來兮	归去来兮
自選片單	自选片单
一波三折的友谊 My Little Pony Equestria Girls: Rollercoaster of Friendship	小马国女孩
在他离去前	桔煦如衷
末世录	降魔武僧
夜行医手札	降妖天师
共和国战争	中越边界战争纪实
每一朵花	每一朵花儿
男与女	女人,有时是男人
天外来的铁血战士	异星的铁血战士
异星掠夺者	异星的铁血战士
侠骨游医之东宫毒	东宫毒
地狱之门	天堂阶梯与地狱之门
真情无限	李司法的冬暖夏凉
侠骨游医之英雄帖	英雄帖
侠骨游医之还魂砂	还魂砂
半熟少女薇薇安	薇薇安
重甲機神	重甲机神
夺宝七日	侠路相逢
宝贝有戏之七仙女下凡	宝贝有戏之七仙女
圣诞大件事(港)	拯救圣诞记
圣诞急救队(台)	拯救圣诞记
